cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	GNPSLibraryURL	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
7981	"omnivores,herbivores"	"Zebra,Sheep,Chimp,Rhino,Elephant,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	703.4923	7.3414
7982	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,QC,Hyena,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	640.5518	9.7012
7983	"omnivores,carnivores"	"Lion,Wolf,Hyena,Leopard,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	931.6158	3.9502
7984	"omnivores,carnivores,Meat"	"Lion,Chimp,Wolf,Leopard,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	615.536	4.7691
7985	"omnivores,herbivores,carnivores,Meat"	"Wolf,Leopard,Capuchin,Tiger,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	439.3065	3.9089
7986	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Goat,Bear,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	417.338	3.6893
7987	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	767.6196	11.036
7988	"omnivores,carnivores"	"Chimp,Wolf,Tiger"	Feces	NA	NA	NA	NA	NA	679.5307	7.5981
7989	"omnivores,carnivores,Pellets,Meat"	"Coati,Wolf,Pellets,Leopard,Tiger,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	613.519	4.5152
7990	"herbivores,carnivores"	"Lion,Rhino,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	471.3244	2.4253
7991	"herbivores,carnivores"	"Wolf,Elephant,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	490.3543	4.3001
7992	"omnivores,carnivores"	"Lion,Wolf,Hyena,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	400.3071	3.6876
7993	"herbivores,carnivores"	"Rhino,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	753.6732	7.0149
7994	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,Wolf,QC,Leopard,Tiger,Goat,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	761.534	7.8154
7995	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Wolf,QC,Goat,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	677.5497	9.5798
7996	carnivores	"Lion,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	650.5283	9.6382
7997	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	676.5895	10.399
7998	"omnivores,herbivores,carnivores"	"Chimp,Wolf,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	651.5146	10.0265
7999	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	634.5425	8.3308
8000	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	412.253	2.2495
8001	carnivores	"Lion,Wolf,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	664.5535	7.9965
8002	"omnivores,carnivores"	"Wolf,Tiger,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	466.309	4.3084
8003	"herbivores,carnivores"	"Sheep,Wolf"	Feces	NA	NA	NA	NA	NA	537.3461	1.153
8004	carnivores	"Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	269.1295	0.7999
8005	"omnivores,herbivores,carnivores"	"Chimp,Wolf,Gorilla"	Feces	NA	NA	NA	NA	NA	339.2906	4.3985
8006	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	658.5632	8.3901
8007	"omnivores,herbivores,carnivores,QC"	"Lion,Sheep,Wolf,QC,Leopard,Tiger,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	632.5272	8.5543
8008	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	588.5364	8.853
8009	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	743.5728	11.036
8010	carnivores	"Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	626.5275	9.653
8011	"omnivores,carnivores"	"Chimp,Wolf"	Feces	NA	NA	NA	NA	NA	680.4641	6.6298
8012	"omnivores,carnivores"	"Lion,Wolf,Leopard,Tiger,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	746.504	8.5818
8013	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	626.4919	7.5042
8014	carnivores	"Wolf,Hyena"	Feces	NA	NA	NA	NA	NA	679.5454	11.0626
8015	"herbivores,carnivores,QC"	"Lion,Sheep,Rhino,Wolf,QC,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	389.2679	4.9151
8016	"omnivores,carnivores,QC"	"Coati,Wolf,QC,Leopard,Capuchin,Lemur,Bear,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	769.5449	7.0816
8017	carnivores	"Wolf,Tiger"	Feces	NA	NA	NA	NA	NA	640.5085	7.9817
8018	carnivores	"Lion,Wolf,Tiger"	Feces	NA	NA	NA	NA	NA	577.4227	1.5261
8019	"herbivores,carnivores"	"Lion,Wolf,Tiger,Goat"	Feces	NA	NA	NA	NA	NA	537.3465	0.978
8020	"omnivores,carnivores,Meat"	"Lion,Coati,Wolf,Leopard,Tiger,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	679.5628	10.4014
8021	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Hyena,Tiger,Lemur,Goat,Mandrill,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	614.5373	8.3941
8022	"omnivores,herbivores,carnivores"	"Chimp,Wolf,Elephant,Tiger,Lemur,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	689.5243	7.1463
8023	"herbivores,carnivores"	"Sheep,Wolf"	Feces	NA	NA	NA	NA	NA	783.6154	9.4917
8024	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Blank,Meat,QC"	"Zebra,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	652.5895	10.933
8025	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	564.3655	1.1844
8026	"omnivores,carnivores"	"Wolf,Leopard,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	335.2232	2.0496
8027	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	652.5433	10.399
8028	"omnivores,herbivores,carnivores,Plants,Meat"	"Zebra,Chimp,Rhino,Wolf,Elephant,Leopard,Tiger,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	473.2862	5.3415
8029	"omnivores,herbivores,carnivores,Pellets,Meat"	"Zebra,Lion,Coati,Rhino,Wolf,Elephant,Pellets,Leopard,Tiger,Bear,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	415.2832	4.9402
8030	"herbivores,carnivores"	"Rhino,Wolf,Elephant,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	471.325	2.324
8031	"herbivores,carnivores"	"Wolf,Elephant"	Feces	NA	NA	NA	NA	NA	614.5527	9.6314
8032	"omnivores,herbivores,carnivores,Plants"	"Chimp,Wolf,Mandrill,Plants,CarnivorousCat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	701.5721	10.1222
8033	carnivores	"Lion,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	661.5203	8.6644
8034	"herbivores,carnivores"	"Zebra,Rhino,Wolf,Elephant,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	759.6141	10.1253
8035	"omnivores,herbivores,carnivores,Plants,Pellets,Meat"	"Zebra,Lion,Chimp,Wolf,Hyena,Pellets,Leopard,Tiger,Mandrill,Plants,CarnivorousCat,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	737.5342	8.262
8036	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	624.5579	10.4084
8037	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Wolf,QC,Elephant,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	850.7499	14.1237
8038	"omnivores,carnivores"	"Wolf,Bear"	Feces	NA	NA	NA	NA	NA	561.3909	0.968
8039	"carnivores,Meat"	"Wolf,Leopard,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	843.5362	7.8061
8040	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	837.6605	9.3922
8041	carnivores	"Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	648.5575	9.9618
8042	"omnivores,carnivores"	"Coati,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	651.5313	9.207
8043	"omnivores,herbivores,carnivores"	"Lion,Sheep,Coati,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	447.3481	3.6145
8044	carnivores	"Wolf,Tiger"	Feces	NA	NA	NA	NA	NA	687.5569	11.7267
8045	"omnivores,herbivores,carnivores,QC"	"Lion,Sheep,Chimp,Rhino,Wolf,QC,Leopard,Tiger,Lemur,Goat,Mandrill,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	750.5354	10.1647
8046	"herbivores,carnivores"	"Zebra,Wolf"	Feces	NA	NA	NA	NA	NA	643.4923	7.185
8047	"omnivores,herbivores,carnivores"	"Lion,Sheep,Chimp,Coati,Wolf,Tiger,Goat,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	692.6565	12.8868
8048	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	669.5085	9.5788
8049	"omnivores,herbivores,carnivores"	"Sheep,Coati,Rhino,Wolf,Elephant,Tiger,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	480.3777	3.1939
8050	"herbivores,carnivores"	"Sheep,Wolf,Goat"	Feces	NA	NA	NA	NA	NA	721.5782	9.4033
8051	"omnivores,herbivores,carnivores"	"Zebra,Sheep,Chimp,Rhino,Wolf,Hyena,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	429.3014	2.2796
8052	"herbivores,carnivores"	"Rhino,Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	331.2317	3.4768
8053	"omnivores,herbivores,carnivores"	"Chimp,Coati,Wolf,Leopard,Tiger,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	351.218	1.1474
8054	carnivores	"Lion,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	680.5846	10.1223
8055	"omnivores,herbivores,carnivores,Meat"	"Zebra,Lion,Coati,Rhino,Wolf,Hyena,Leopard,Tiger,Mandrill,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	707.4237	5.0043
8056	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Zebra,Straw,Lion,Blank,Sheep,Chimp,Coati,Rhino,Wolf,QC,Fruit,Pellets,Leopard,Capuchin,Tiger,Goat,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	699.5891	11.4649
8057	"omnivores,herbivores,carnivores,QC"	"Sheep,Chimp,Wolf,QC,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	790.5758	9.4788
8058	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	719.575	11.612
8059	"omnivores,herbivores,carnivores,Pellets,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Pellets,Leopard,Tiger,Lemur,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	620.526	8.5809
8060	"omnivores,carnivores"	"Coati,Wolf,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	361.239	1.7596
8061	"omnivores,herbivores,carnivores,Meat"	"Lion,Sheep,Coati,Wolf,Hyena,Leopard,Tiger,Goat,Bear,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	347.2595	3.236
8062	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Capuchin,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	734.6674	12.9071
8063	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	745.5457	7.4982
8064	"omnivores,herbivores,carnivores,Pellets,QC"	"Lion,Sheep,Coati,Wolf,QC,Pellets,Leopard,Capuchin,Tiger,Lemur,Mandrill,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	623.5457	8.5574
8065	"herbivores,carnivores"	"Rhino,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	469.3094	2.0939
8066	carnivores	"Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	697.578	4.1284
8067	carnivores	Wolf	Feces	NA	NA	NA	NA	NA	705.5676	9.9686
8068	carnivores	"Wolf,Hyena"	Feces	NA	NA	NA	NA	NA	352.2856	3.5293
8069	"omnivores,herbivores,carnivores,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	708.6518	12.2814
8070	"omnivores,herbivores,carnivores"	"Lion,Rhino,Wolf,Hyena,Lemur,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	525.2788	4.1236
8071	"omnivores,herbivores,carnivores,QC"	"Zebra,Sheep,Chimp,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	481.4265	8.3356
8072	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Chimp,Coati,Wolf,Elephant,Hyena,Leopard,Tiger,Goat,Bear,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	863.685	14.442
8073	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	485.2913	3.7105
8074	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	647.4995	8.251
8075	carnivores	"Lion,Wolf,Hyena,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	680.6565	13.2751
8076	"omnivores,carnivores"	"Coati,Wolf,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	361.2389	1.6354
8077	"omnivores,herbivores,carnivores"	"Chimp,Wolf,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	NA	701.5718	10.2965
8078	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Chimp,Coati,Wolf,QC,Fruit,Pellets,Leopard,Tiger,Bear,Mandrill,Plants,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	651.4996	6.8689
8079	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gibbon,Gorilla"	Feces	NA	NA	NA	NA	NA	509.3481	0.8544
8080	"omnivores,carnivores,Pellets,Meat"	"Coati,Wolf,Pellets,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	339.2541	2.1644
8081	"omnivores,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Coati,Wolf,Elephant,Hyena,Fruit,Pellets,Leopard,Tiger,Mandrill,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	391.2859	2.6011
8082	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat"	"Straw,Lion,Blank,Coati,Wolf,Hyena,Fruit,Pellets,Leopard,Tiger,Mandrill,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	391.2859	2.5489
8083	"omnivores,herbivores,carnivores"	"Zebra,Lion,Wolf,Hyena,Tiger,Mandrill"	Feces	NA	NA	NA	NA	NA	720.5241	6.0002
8084	"omnivores,herbivores,carnivores,Straw,Meat,QC"	"Straw,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Capuchin,Tiger,Bear,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	664.6253	11.4067
8085	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Coati,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Tiger,Mandrill,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	786.5884	1.8685
8086	"omnivores,carnivores"	"Lion,Wolf,Tiger,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	430.333	4.2937
8087	carnivores	"Lion,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	524.3419	1.7287
8088	"omnivores,carnivores,QC"	"Lion,Coati,Wolf,QC,Hyena,Leopard,Tiger,Bear,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	483.3333	1.8691
8089	carnivores	"Lion,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	559.332	0.7457
8090	carnivores	"Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	408.1888	0.9967
8091	"omnivores,carnivores"	"Lion,Coati,Leopard,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	469.2267	0.6401
8092	"omnivores,carnivores"	"Lion,Hyena,Leopard,Capuchin,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	371.1899	0.6911
8093	"omnivores,herbivores,carnivores,Plants,Straw"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Wolf,Elephant,Hyena,Leopard,Tiger,Lemur,Bear,Mandrill,Plants,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	158.0813	0.5846
8094	"omnivores,carnivores"	"Lion,Coati,Wolf,Leopard,Tiger,Bear"	Feces	NA	NA	NA	NA	NA	589.3038	0.7364
8095	"omnivores,herbivores,carnivores,Fruit,Straw"	"Zebra,Straw,Lion,Chimp,Coati,Rhino,Elephant,Fruit,Tiger,CarnivorousCat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	243.1965	1.7517
8096	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	448.31	2.7447
8097	"omnivores,Wash,herbivores,carnivores,Fruit,Plants,Pellets,Straw,Meat,QC"	"Zebra,Straw,Lion,Sheep,Chimp,Coati,Rhino,Donkey,Wolf,QC,Elephant,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Wash,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Wash,Food"	NA	NA	NA	NA	NA	185.154	1.9915
8098	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	320.1905	1.1106
8099	"herbivores,carnivores,Straw,QC"	"Straw,Rhino,QC,Elephant,Tiger"	"Feces,Food"	NA	NA	NA	NA	NA	538.448	6.361
8100	carnivores	"Lion,Tiger"	Feces	NA	NA	NA	NA	NA	506.331	3.7972
8101	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	277.055	0.6879
8102	"herbivores,carnivores"	"Lion,Hyena,Tiger,Gorilla"	Feces	NA	NA	NA	NA	NA	490.3543	1.2714
8103	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	376.2167	1.2477
8104	"carnivores,Meat"	"Lion,Tiger,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	289.2175	3.4746
8105	carnivores	"Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	525.2167	0.8991
8106	carnivores	"Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	304.1921	0.9165
8107	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	433.182	0.814
8108	carnivores	"Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	169.159	1.1648
8109	"omnivores,herbivores,carnivores,Pellets,QC"	"Lion,Chimp,Coati,Wolf,QC,Pellets,Leopard,Tiger,Lemur,Mandrill,CarnivorousCat,Gibbon,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	623.5009	8.5881
8110	"omnivores,herbivores,carnivores,QC"	"Zebra,Chimp,Rhino,QC,Elephant,Leopard,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	201.1491	1.0056
8111	"omnivores,carnivores"	"Coati,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	372.1855	0.9892
8112	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	541.3055	2.4134
8113	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	346.2388	1.4032
8114	carnivores	"Lion,Tiger"	Feces	NA	NA	NA	NA	NA	346.2062	1.371
8115	"omnivores,herbivores,carnivores,QC"	"Zebra,Lion,Sheep,Coati,Rhino,Wolf,QC,Elephant,Hyena,Leopard,Tiger,Lemur,CarnivorousCat,Gibbon"	Feces	NA	NA	NA	NA	NA	342.265	2.0195
8116	"omnivores,herbivores,carnivores"	"Zebra,Lion,Sheep,Rhino,Elephant,Leopard,Capuchin,Tiger,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	271.1918	1.3269
8117	carnivores	"Lion,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	350.2014	0.8869
8118	carnivores	"Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	532.4145	5.5095
8119	"omnivores,herbivores,carnivores"	"Lion,Chimp,Wolf,Leopard,Tiger,Goat,Mandrill,CarnivorousCat,Gorilla"	Feces	NA	NA	NA	NA	NA	525.3449	1.1442
8120	"carnivores,Pellets"	"Pellets,Tiger"	"Feces,Food"	NA	NA	NA	NA	NA	298.2753	1.4734
8121	carnivores	"Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	494.4583	7.2843
8122	"omnivores,herbivores,carnivores,Plants,Pellets,Meat,QC"	"Zebra,Lion,Sheep,Chimp,Coati,Rhino,Wolf,QC,Elephant,Hyena,Pellets,Leopard,Capuchin,Tiger,Lemur,Goat,Bear,Mandrill,Plants,CarnivorousCat,Gibbon,Meat,Gorilla"	"Feces,Food"	NA	NA	NA	NA	NA	325.2751	3.7638
8123	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	452.3208	4.818
8124	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	478.427	6.4078
8125	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	437.1139	3.3239
8126	"herbivores,carnivores"	"Elephant,Tiger"	Feces	NA	NA	NA	NA	NA	526.4481	6.3005
8127	"omnivores,carnivores"	"Lion,Leopard,Tiger,Bear"	Feces	NA	NA	NA	NA	NA	540.3361	0.9631
8128	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	564.4637	5.0178
8129	carnivores	"Lion,Wolf,Hyena,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	214.1444	0.6587
8130	"omnivores,herbivores,carnivores,Straw"	"Straw,Lion,Sheep,Wolf,Leopard,Tiger,Goat,Gibbon"	"Feces,Food"	NA	NA	NA	NA	NA	542.4355	7.0869
8131	carnivores	"Lion,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	419.3172	3.0236
8132	"herbivores,carnivores"	"Lion,Sheep,Tiger"	Feces	NA	NA	NA	NA	NA	481.3308	3.9771
8133	carnivores	"Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	671.5618	3.689
8134	"omnivores,carnivores,Plants,Meat"	"Leopard,Capuchin,Tiger,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	265.1811	1.552
8135	"herbivores,carnivores,QC"	"Zebra,Lion,QC,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	1360.3289	16.9472
8136	carnivores	"Lion,Wolf,Leopard,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	431.3137	3.8537
8137	"omnivores,herbivores,carnivores"	"Zebra,Lion,Chimp,Wolf,Hyena,Capuchin,Tiger,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	748.5567	6.8303
8138	"herbivores,carnivores"	"Zebra,Lion,Sheep,Rhino,Wolf,Leopard,Tiger,Goat,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	321.2438	2.1648
8139	"herbivores,carnivores,Straw,Meat"	"Straw,Rhino,Elephant,Leopard,Tiger,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	480.4422	6.8146
8140	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	584.49	5.9579
8141	"omnivores,carnivores,Plants,Pellets,Straw"	"Straw,Coati,Pellets,Leopard,Tiger,Plants,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	291.1969	1.561
8142	"omnivores,carnivores,Fruit,Plants,Pellets,Straw,Blank,Meat,QC"	"Straw,Lion,Blank,Coati,Wolf,QC,Hyena,Fruit,Pellets,Leopard,Capuchin,Tiger,Lemur,Bear,Plants,CarnivorousCat,Meat"	"Feces,Food"	NA	NA	NA	NA	NA	702.4949	1.7923
8143	carnivores	"Lion,Tiger,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	783.6673	13.737
8144	"carnivores,Pellets"	"Lion,Wolf,Pellets,Tiger,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	NA	382.3329	4.2167
8145	carnivores	"Lion,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	491.2915	3.0821
8146	"omnivores,carnivores"	"Coati,Leopard,Tiger,Bear,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	723.592	11.8025
8147	carnivores	Tiger	Feces	NA	NA	NA	NA	NA	582.4743	5.3306
8148	"omnivores,carnivores,QC"	"Chimp,Coati,QC,Leopard,Tiger,Lemur,Bear,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	NA	573.4532	5.2759
8149	carnivores	"Lion,Leopard,Tiger"	Feces	NA	NA	NA	NA	NA	321.2073	1.4872
