cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
7244	"omnivores,herbivores,QC,carnivores"	"Rhino,Leopard,Sheep,Gibbon,Capuchin,Coati,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	249.157	0.6482
7245	"omnivores,herbivores"	"Elephant,Chimp,Gorilla"	Feces	NA	NA	NA	NA	654.6126	6.2687
7246	"omnivores,herbivores"	"Rhino,Gibbon,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	953.9051	16.7282
7247	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Sheep,Gibbon,Lemur,Chimp,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	440.2763	2.163
7248	"omnivores,herbivores"	"Rhino,Chimp"	Feces	NA	NA	NA	NA	639.4218	5.0473
7249	"omnivores,herbivores"	"Gibbon,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	609.2694	2.1126
7250	"omnivores,herbivores"	"Rhino,Chimp"	Feces	NA	NA	NA	NA	683.3851	5.0489
7251	"omnivores,herbivores,carnivores"	"Gibbon,Chimp,Mandrill,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	349.2344	2.0396
7252	"omnivores,herbivores,QC"	"Rhino,Gibbon,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	651.5657	9.0573
7253	"omnivores,herbivores,QC,carnivores"	"Rhino,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	749.6204	11.5289
7254	"omnivores,herbivores"	"Rhino,Chimp"	Feces	NA	NA	NA	NA	630.4079	5.9955
7255	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	662.4747	7.1187
7256	"omnivores,herbivores,carnivores"	"Donkey,Rhino,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	620.6075	7.762
7257	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,Chimp,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	701.5287	8.373
7258	"omnivores,herbivores"	"Rhino,Elephant,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	674.6548	8.9612
7259	"Pellets,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	582.5453	8.3375
7260	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_1-Octadecanoyl-2-octadecenoyl-sn-glycero-3-phosphocholine_from_NIST14	0.00238037	0.909199	3.01843	788.6144	9.9805
7261	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Sheep,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_9(10)-EpOME_from_NIST14	0.000427246	0.914959	1.53008	279.2314	8.9619
7262	herbivores	Rhino	Feces	NA	NA	NA	NA	509.373	4.5789
7263	herbivores	Rhino	Feces	NA	NA	NA	NA	687.4719	5.8982
7264	"omnivores,herbivores"	"Donkey,Rhino,Elephant,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	604.5761	6.5353
7265	"omnivores,herbivores,QC"	"Rhino,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	980.9328	17.0857
7266	"omnivores,herbivores"	"Rhino,Elephant,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	620.607	7.9341
7267	"omnivores,herbivores"	"Rhino,Elephant,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	662.6543	9.2492
7268	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	635.4277	7.0238
7269	"omnivores,herbivores"	"Rhino,Elephant,Chimp,Gorilla,Zebra"	Feces	NA	NA	NA	NA	594.5903	7.5899
7270	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	349.1822	0.7298
7271	"Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	432.3548	6.7381
7272	herbivores	"Rhino,Goat,Sheep"	Feces	NA	NA	NA	NA	465.3201	1.7425
7273	herbivores	"Goat,Sheep"	Feces	NA	NA	NA	NA	639.4363	5.6958
7274	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	626.5454	6.4248
7275	"herbivores,carnivores"	"Rhino,Goat,Sheep,Wolf"	Feces	NA	NA	NA	NA	742.6328	8.225
7276	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Tiger,Bear,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	399.3577	3.165
7277	"Pellets,omnivores,herbivores,QC,Plants"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,Plants,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	894.9976	11.1725
7278	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	626.5451	6.4281
7279	herbivores	"Rhino,Goat,Sheep,Zebra"	Feces	NA	NA	NA	NA	765.6157	10.0601
7280	herbivores	"Goat,Sheep"	Feces	NA	NA	NA	NA	539.4416	3.7642
7281	herbivores	"Rhino,Goat,Sheep,Zebra"	Feces	NA	NA	NA	NA	485.3363	3.1544
7282	herbivores	"Goat,Sheep"	Feces	NA	NA	NA	NA	463.3046	1.9498
7283	"herbivores,carnivores"	"Rhino,Goat,Leopard,Sheep,Wolf,CarnivorousCat"	Feces	NA	NA	NA	NA	431.3148	2.1194
7284	"herbivores,carnivores"	"Rhino,Goat,Sheep,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	765.6153	9.8874
7285	herbivores	"Goat,Sheep"	Feces	NA	NA	NA	NA	963.6661	3.8981
7286	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	740.5549	9.1728
7287	herbivores	"Rhino,Goat,Sheep"	Feces	NA	NA	NA	NA	770.6606	9.2777
7288	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	855.9682	10.6405
7289	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Sheep,Gibbon,Wolf,Tiger,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	648.4587	6.6174
7290	"omnivores,herbivores,QC,carnivores"	"Goat,Sheep,Gibbon,Wolf,Elephant,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	407.3666	5.1829
7291	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	566.5132	8.2471
7292	"Pellets,Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Pellets,Lemur,Bear,Elephant,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	720.5529	8.1814
7293	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Elephant,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	803.5915	10.3054
7294	"herbivores,carnivores"	"Rhino,Goat,Sheep,Wolf,Gorilla"	Feces	NA	NA	NA	NA	419.3511	2.859
7295	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	953.7296	12.734
7296	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	803.5925	10.2992
7297	"Wash,Straw,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	664.6186	1.218
7298	omnivores	Mandrill	Feces	NA	NA	NA	NA	569.5129	7.4639
7299	omnivores	Mandrill	Feces	NA	NA	NA	NA	565.479	7.3498
7300	"omnivores,herbivores,carnivores"	"Tiger,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	327.2502	1.0186
7301	"omnivores,herbivores"	"Rhino,Sheep,Gibbon,Chimp,Mandrill,Zebra"	Feces	NA	NA	NA	NA	627.5656	7.5127
7302	"Meat,omnivores,herbivores,QC,carnivores"	"Goat,Gibbon,Tiger,Mandrill,Meat,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	601.5504	7.3607
7303	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	879.8105	14.5261
7304	"omnivores,herbivores,QC"	"Sheep,Gibbon,Elephant,Chimp,Mandrill,QC"	Feces	NA	NA	NA	NA	551.5029	7.4015
7305	omnivores	Mandrill	Feces	NA	NA	NA	NA	591.4948	7.6595
7306	omnivores	Mandrill	Feces	NA	NA	NA	NA	593.5087	8.41
7307	"omnivores,herbivores,QC"	"Donkey,Rhino,Sheep,Lemur,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	339.1199	0.6279
7308	"omnivores,herbivores,QC"	"Goat,Sheep,Chimp,Mandrill,QC"	Feces	NA	NA	NA	NA	833.7574	13.8801
7309	omnivores	Mandrill	Feces	NA	NA	NA	NA	305.2679	1.0425
7310	omnivores	Mandrill	Feces	NA	NA	NA	NA	541.4815	6.5319
7311	omnivores	Mandrill	Feces	NA	NA	NA	NA	587.5233	5.6152
7312	omnivores	Mandrill	Feces	NA	NA	NA	NA	891.8102	13.9319
7313	omnivores	Mandrill	Feces	NA	NA	NA	NA	573.4839	8.9174
7314	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	493.4972	15.5459
7315	omnivores	Mandrill	Feces	NA	NA	NA	NA	625.5504	6.7446
7316	omnivores	Mandrill	Feces	NA	NA	NA	NA	563.4636	6.5319
7317	"omnivores,herbivores"	"Sheep,Mandrill,Zebra"	Feces	NA	NA	NA	NA	627.5661	7.611
7318	omnivores	Mandrill	Feces	NA	NA	NA	NA	625.5148	10.1748
7319	omnivores	Mandrill	Feces	NA	NA	NA	NA	614.5699	7.4803
7320	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	671.4751	2.3919
7321	"omnivores,herbivores"	"Rhino,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	819.7886	15.4228
7322	omnivores	Mandrill	Feces	NA	NA	NA	NA	643.526	7.7899
7323	omnivores	Mandrill	Feces	NA	NA	NA	NA	609.5051	5.6152
7324	omnivores	Mandrill	Feces	NA	NA	NA	NA	607.468	7.4803
7325	"omnivores,QC,carnivores"	"Hyena,Wolf,Coati,Chimp,Mandrill,Lion,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	330.2997	3.3315
7326	"omnivores,carnivores"	"Wolf,Mandrill"	Feces	NA	NA	NA	NA	493.497	10.4491
7327	"omnivores,herbivores"	"Gibbon,Lemur,Bear,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	611.5712	11.7172
7328	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	411.307	3.9285
7329	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	381.2601	2.5034
7330	omnivores	Mandrill	Feces	NA	NA	NA	NA	287.2574	1.0425
7331	omnivores	Mandrill	Feces	NA	NA	NA	NA	569.513	6.6462
7332	"omnivores,carnivores"	"Leopard,Mandrill"	Feces	NA	NA	NA	NA	341.2292	0.9295
7333	"omnivores,carnivores"	"Capuchin,Coati,Tiger,Bear,Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	357.2027	1.165
7334	omnivores	Mandrill	Feces	NA	NA	NA	NA	660.5704	8.9991
7335	omnivores	Mandrill	Feces	NA	NA	NA	NA	581.4525	7.3498
7336	omnivores	Mandrill	Feces	NA	NA	NA	NA	551.5028	7.6595
7337	"omnivores,herbivores"	"Mandrill,Zebra"	Feces	NA	NA	NA	NA	850.7838	13.9705
7338	"omnivores,herbivores"	"Rhino,Sheep,Gibbon,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	815.7436	13.8888
7339	"omnivores,herbivores"	"Sheep,Mandrill"	Feces	NA	NA	NA	NA	807.7411	13.8668
7340	"omnivores,herbivores"	"Rhino,Lemur,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	637.5854	11.952
7341	"omnivores,herbivores"	"Sheep,Gibbon,Mandrill"	Feces	NA	NA	NA	NA	528.3682	3.3928
7342	omnivores	Mandrill	Feces	NA	NA	NA	NA	343.2446	0.7136
7343	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	317.2467	1.8281
7344	"omnivores,herbivores"	"Rhino,Gibbon,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	599.5344	6.5997
7345	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	779.5407	3.7075
7346	"omnivores,herbivores"	"Gibbon,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	570.5446	11.7147
7347	"omnivores,herbivores"	"Elephant,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	531.474	10.4355
7348	"omnivores,herbivores,carnivores"	"Goat,Leopard,Gibbon,Coati,Tiger,Bear,Mandrill,Gorilla,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	317.2105	1.1451
7349	"omnivores,Plants"	"Coati,Mandrill,Plants"	"Feces,Food"	NA	NA	NA	NA	414.2269	0.7205
7350	"omnivores,herbivores"	"Goat,Coati,Mandrill"	Feces	NA	NA	NA	NA	339.1926	2.0271
7351	omnivores	Mandrill	Feces	NA	NA	NA	NA	634.554	8.6878
7352	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	437.3225	4.1284
7353	"omnivores,herbivores"	"Sheep,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	662.5855	9.7505
7354	"omnivores,herbivores"	"Chimp,Mandrill,Zebra"	Feces	NA	NA	NA	NA	676.5844	7.6719
7355	"omnivores,carnivores"	"Mandrill,CarnivorousCat"	Feces	NA	NA	NA	NA	251.2364	1.0915
7356	"omnivores,herbivores"	"Mandrill,Gorilla"	Feces	NA	NA	NA	NA	325.2344	1.0429
7357	"Meat,omnivores,herbivores"	"Lemur,Bear,Chimp,Mandrill,Gorilla,Meat"	"Feces,Food"	Spectral_Match_to_Ricinoleic_acid_methyl_ester_from_NIST14	0.000610352	0.774301	2.06715	295.2626	3.4341
7358	"omnivores,herbivores,carnivores"	"Leopard,Gibbon,Wolf,Tiger,Chimp,Mandrill,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	592.5654	10.5899
7359	"omnivores,QC"	"Capuchin,Coati,Bear,Mandrill,QC"	Feces	NA	NA	NA	NA	853.723	13.5052
7360	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	383.2096	2.4347
7361	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	383.2097	2.0852
7362	"omnivores,herbivores"	"Goat,Gibbon,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	928.7778	12.8944
7363	"omnivores,herbivores"	"Mandrill,Gorilla"	Feces	NA	NA	NA	NA	493.4967	15.8001
7364	"omnivores,herbivores"	"Gibbon,Lemur,Bear,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	379.295	2.006
7365	"omnivores,herbivores,QC"	"Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	803.7575	14.997
7366	"Straw,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	576.4959	8.0536
7367	"Meat,omnivores,herbivores,QC"	"Rhino,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	564.4949	8.0537
7368	"omnivores,herbivores"	"Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	631.5755	10.3557
7369	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	249.2208	1.9666
7370	"omnivores,herbivores"	"Rhino,Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	291.231	3.0021
7371	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	377.2656	3.3143
7372	"Straw,Pellets,Meat,omnivores,herbivores,Blank,Plants,Fruit,carnivores"	"Goat,Leopard,Pellets,Coati,Tiger,Bear,Fruit,Chimp,Mandrill,Plants,Lion,Straw,Meat,Blank"	"Feces,Food"	NA	NA	NA	NA	429.3308	1.1494
7373	"omnivores,herbivores"	"Sheep,Mandrill"	Feces	NA	NA	NA	NA	544.3627	2.6169
7374	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	375.2496	1.563
7375	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	351.2522	2.6127
7376	"omnivores,herbivores,carnivores"	"Gibbon,Wolf,Chimp,Mandrill,Gorilla,CarnivorousCat"	Feces	NA	NA	NA	NA	272.2944	3.1542
7377	omnivores	Mandrill	Feces	NA	NA	NA	NA	728.544	4.742
7378	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	784.649	12.311
7379	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_12-Ketodeoxycholic_acid_from_NIST14	0.000488281	0.895349	1.24789	391.2835	1.3249
7380	"omnivores,herbivores,carnivores"	"Rhino,Gibbon,Capuchin,Coati,Bear,Elephant,Chimp,Mandrill,CarnivorousCat,Zebra"	Feces	NA	NA	NA	NA	370.2585	0.752
7381	"Pellets,Meat,omnivores,herbivores,carnivores"	"Rhino,Leopard,Gibbon,Pellets,Lemur,Tiger,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,Zebra"	"Feces,Food"	NA	NA	NA	NA	585.4842	9.7235
7382	"omnivores,herbivores"	"Donkey,Mandrill,Zebra"	Feces	NA	NA	NA	NA	442.3635	0.9337
7383	"omnivores,herbivores,QC,carnivores"	"Hyena,Gibbon,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	240.0842	0.5771
7384	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	679.5378	6.8796
7385	"omnivores,herbivores"	"Rhino,Gibbon,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	794.7939	15.7752
7386	"omnivores,herbivores"	"Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	390.3029	3.093
7387	"omnivores,herbivores,carnivores"	"Rhino,Tiger,Mandrill"	Feces	NA	NA	NA	NA	480.4409	6.3691
7388	omnivores	Mandrill	Feces	NA	NA	NA	NA	573.4731	3.979
7389	"omnivores,herbivores,QC"	"Rhino,Sheep,Gibbon,Lemur,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	724.51	6.4929
7390	omnivores	"Chimp,Mandrill"	Feces	NA	NA	NA	NA	355.3424	3.0239
7391	"omnivores,herbivores,carnivores"	"Rhino,Gibbon,Wolf,Elephant,Chimp,Mandrill,Gorilla,Zebra"	Feces	NA	NA	NA	NA	609.5917	11.9524
7392	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Gibbon,Chimp,Mandrill,Gorilla,QC"	Feces	NA	NA	NA	NA	582.5441	9.7027
7393	"omnivores,herbivores"	"Goat,Coati,Mandrill,Zebra"	Feces	NA	NA	NA	NA	318.2178	2.1172
7394	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	Spectral_Match_to_Dioctyl_phthalate_from_NIST14	0.003479	0.894383	8.89118	391.2835	5.4408
7395	"omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	953.731	12.5645
7396	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	823.6685	12.1255
7397	"omnivores,QC"	"Gibbon,Coati,Mandrill,QC"	Feces	NA	NA	NA	NA	681.5402	7.2422
7398	"omnivores,herbivores,Plants"	"Goat,Sheep,Gibbon,Lemur,Bear,Chimp,Mandrill,Plants,Gorilla,Zebra"	"Feces,Food"	NA	NA	NA	NA	367.2837	2.4791
7399	"omnivores,herbivores,carnivores"	"Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Lion,Gorilla,Zebra"	Feces	NA	NA	NA	NA	674.5109	8.8299
7400	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	440.2766	2.361
7401	"omnivores,herbivores,carnivores"	"Hyena,Leopard,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat"	Feces	Spectral_Match_to_Cholesterol_from_NIST14	0.00109863	0.931422	2.97449	369.3509	13.8671
7402	"Straw,Pellets,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	554.5133	7.4288
7403	"omnivores,herbivores,carnivores"	"Sheep,Tiger,Mandrill,Zebra"	Feces	NA	NA	NA	NA	915.5214	9.879
7404	omnivores	Mandrill	Feces	NA	NA	NA	NA	556.3982	3.3862
7405	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Wolf,Lemur,Tiger,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	576.459	6.6308
7406	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	736.5588	8.2216
7407	"omnivores,herbivores,QC,carnivores"	"Gibbon,Lemur,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	538.4013	4.8243
7408	herbivores	Gorilla	Feces	NA	NA	NA	NA	482.4412	2.1983
7409	herbivores	Gorilla	Feces	NA	NA	NA	NA	510.4733	3.0705
7410	herbivores	Gorilla	Feces	NA	NA	NA	NA	450.4044	2.5606
7411	herbivores	Gorilla	Feces	NA	NA	NA	NA	475.2113	0.878
7412	herbivores	Gorilla	Feces	NA	NA	NA	NA	609.3057	3.9816
7413	herbivores	Gorilla	Feces	NA	NA	NA	NA	448.3888	2.0249
7414	herbivores	Gorilla	Feces	NA	NA	NA	NA	466.3993	1.1251
7415	herbivores	Gorilla	Feces	Massbank:_Enalapril	0.00149536	0.984227	3.96429	377.2065	0.6805
7416	herbivores	Gorilla	Feces	NA	NA	NA	NA	446.3703	2.1891
7417	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	661.4929	5.0849
7418	herbivores	Gorilla	Feces	NA	NA	NA	NA	506.4421	2.0243
7419	"omnivores,herbivores,QC"	"Goat,Sheep,Chimp,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	1073.5613	3.3404
7420	"omnivores,herbivores"	"Chimp,Mandrill,Gorilla"	Feces	NA	NA	NA	NA	367.2834	3.4382
7421	"omnivores,herbivores"	"Mandrill,Gorilla"	Feces	NA	NA	NA	NA	383.3624	2.2104
7422	herbivores	Gorilla	Feces	NA	NA	NA	NA	446.4068	3.6573
7423	herbivores	Gorilla	Feces	NA	NA	NA	NA	492.4512	3.3914
