cluster_index	ATTRIBUTE_diet	ATTRIBUTE_HostSpecies	ATTRIBUTE_SampleType	Compound_Name	MassDiff	MQScore	MZErrorPPM	precursor_mass	RTConsensus
2730	"Pellets,Meat,omnivores,herbivores,Plants,carnivores"	"Sheep,Capuchin,Pellets,Coati,Plants,Lion,Meat"	"Feces,Food"	NA	NA	NA	NA	427.3163	1.841
2731	"Meat,omnivores,herbivores,QC,Plants,carnivores"	"Capuchin,Coati,Tiger,Chimp,Plants,Lion,Gorilla,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	689.5458	7.0021
2732	"Meat,omnivores,QC,Plants"	"Capuchin,Coati,Plants,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	671.4634	7.6699
2733	"omnivores,herbivores,Plants"	"Lemur,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	411.2501	2.1225
2734	"Pellets,Meat,omnivores,herbivores,Plants,carnivores"	"Rhino,Pellets,Coati,Lemur,Tiger,Chimp,Mandrill,Plants,Gorilla,Meat,Zebra"	"Feces,Food"	NA	NA	NA	NA	581.4531	8.2629
2735	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Coati,Lemur,Tiger,Chimp,Mandrill,Plants,Gorilla,QC"	"Feces,Food"	NA	NA	NA	NA	919.7329	14.1269
2736	"herbivores,Plants"	"Sheep,Elephant,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	399.2841	4.6985
2737	"omnivores,Plants"	"Coati,Plants"	"Feces,Food"	NA	NA	NA	NA	687.5306	12.1767
2738	"Meat,omnivores,Plants"	"Capuchin,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	842.6367	8.3738
2739	"Meat,Plants,carnivores"	"Wolf,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	809.0822	9.191
2740	"omnivores,Plants,carnivores"	"Wolf,Coati,Lemur,Tiger,Mandrill,Plants,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	675.4933	8.0831
2741	"omnivores,QC,Plants,carnivores"	"Coati,Lemur,Tiger,Bear,Plants,QC"	"Feces,Food"	NA	NA	NA	NA	617.5126	7.3305
2742	"Meat,omnivores,herbivores,Plants"	"Coati,Chimp,Mandrill,Plants,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	724.5459	5.9947
2743	"Meat,omnivores,herbivores,Plants,carnivores"	"Coati,Tiger,Chimp,Mandrill,Plants,Gorilla,Meat"	"Feces,Food"	NA	NA	NA	NA	337.2719	3.5306
2744	"Pellets,Meat,omnivores,Plants,carnivores"	"Pellets,Coati,Tiger,Plants,Meat"	"Feces,Food"	"Spectral_Match_to_9-Octadecenamide,_(Z)-_from_NIST14"	0.000396729	0.863456	1.49567	265.2524	4.1796
2745	"Pellets,omnivores,QC,Plants,carnivores"	"Hyena,Leopard,Capuchin,Pellets,Wolf,Coati,Tiger,Mandrill,Plants,Lion,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	390.3206	2.7889
2746	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC"	"Feces,Food"	NA	NA	NA	NA	931.8051	14.4123
2747	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Sheep,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_9(10)-EpOME_from_NIST14	0.000427246	0.927202	1.53008	279.2314	9.0462
2748	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	391.2446	1.8041
2749	"Pellets,Meat,omnivores,Plants,carnivores"	"Leopard,Capuchin,Pellets,Coati,Tiger,Bear,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	439.2899	4.1051
2750	"Pellets,Meat,omnivores,Plants,carnivores"	"Leopard,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	535.2547	3.6055
2751	"omnivores,herbivores,Plants,carnivores"	"Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Chimp,Mandrill,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	863.671	12.5594
2752	"Pellets,Meat,omnivores,Plants,carnivores"	"Pellets,Coati,Tiger,Plants,Meat"	"Feces,Food"	Spectral_Match_to_1-Linoleoylglycerol_from_NIST14	0.000305176	0.840129	0.858963	355.2837	3.5993
2753	"Pellets,Meat,omnivores,Plants,carnivores"	"Pellets,Coati,Tiger,Plants,Meat"	"Feces,Food"	Spectral_Match_to_Monoelaidin_from_NIST14	0	0.9126	0	339.289	4.1267
2754	"omnivores,Plants,carnivores"	"Leopard,Coati,Lemur,Tiger,Bear,Plants"	"Feces,Food"	NA	NA	NA	NA	641.4702	2.4505
2755	"Pellets,Meat,omnivores,Plants,carnivores"	"Capuchin,Pellets,Coati,Tiger,Plants,Lion,Meat"	"Feces,Food"	NA	NA	NA	NA	645.5413	11.9463
2756	"omnivores,Plants"	"Coati,Lemur,Plants"	"Feces,Food"	NA	NA	NA	NA	601.5178	8.0707
2757	"Pellets,Meat,omnivores,herbivores,Plants"	"Rhino,Pellets,Coati,Lemur,Mandrill,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	583.4683	9.1604
2758	"Straw,Pellets,Meat,Plants"	"Pellets,Plants,Straw,Meat"	Food	NA	NA	NA	NA	471.3537	0.7013
2759	"Wash,Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Wash,Rhino,Goat,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	632.5239	8.8012
2760	"Pellets,Meat,omnivores,Plants"	"Pellets,Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	637.4399	2.1974
2761	"Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	606.5437	8.7918
2762	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	631.4898	7.499
2763	"omnivores,Plants"	"Coati,Plants"	"Feces,Food"	NA	NA	NA	NA	373.2941	2.7447
2764	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	775.599	3.6341
2765	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Leopard,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	419.2069	2.4409
2766	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	615.4553	5.2007
2767	"Meat,omnivores,Plants"	"Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	629.5099	10.6357
2768	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Lemur,Bear,Plants,Meat"	"Feces,Food"	"Spectral_Match_to_Conjugated_linoleic_Acid_(10E,12Z)_from_NIST14"	0.000396729	0.845724	1.50712	263.2366	3.5803
2769	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Chimp,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	788.5161	6.9355
2770	"omnivores,herbivores,Plants"	"Rhino,Capuchin,Coati,Lemur,Mandrill,Plants"	"Feces,Food"	NA	NA	NA	NA	923.7649	14.7274
2771	"Pellets,omnivores,herbivores,Plants,carnivores"	"Rhino,Leopard,Gibbon,Pellets,Coati,Lemur,Tiger,Elephant,Chimp,Mandrill,Plants,Gorilla,CarnivorousCat,Zebra"	"Feces,Food"	NA	NA	NA	NA	580.5287	9.5714
2772	"omnivores,herbivores,Plants"	"Sheep,Coati,Lemur,Plants"	"Feces,Food"	NA	NA	NA	NA	245.2259	2.1785
2773	"omnivores,Plants"	"Capuchin,Coati,Bear,Mandrill,Plants"	"Feces,Food"	NA	NA	NA	NA	626.5336	8.2694
2774	"omnivores,herbivores,QC,Plants,carnivores"	"Leopard,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	378.2309	2.4568
2775	"Pellets,Meat,omnivores,Plants,carnivores"	"Capuchin,Pellets,Coati,Lemur,Tiger,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	633.5077	7.6927
2776	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	912.7619	13.7213
2777	"Pellets,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	929.7884	14.0523
2778	"Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	"Spectral_Match_to_1,2-Di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine_from_NIST14"	0.0020752	0.88903	2.70726	766.5331	9.328
2779	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Bear,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	651.5299	5.2402
2780	"Pellets,omnivores,Plants,carnivores"	"Leopard,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Plants"	"Feces,Food"	NA	NA	NA	NA	425.2243	2.4505
2781	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Sheep,Gibbon,Pellets,Wolf,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	384.2736	2.7072
2782	"omnivores,QC,Plants"	"Capuchin,Coati,Lemur,Mandrill,Plants,QC"	"Feces,Food"	NA	NA	NA	NA	881.7569	14.0815
2783	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	931.8016	13.9798
2784	"Pellets,Meat,omnivores,Plants,carnivores"	"Pellets,Coati,Lemur,Tiger,Bear,Plants,Meat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	610.5028	5.2671
2785	"Pellets,Meat,omnivores,Plants"	"Pellets,Coati,Lemur,Mandrill,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	633.5075	7.7684
2786	"Pellets,Meat,omnivores,Plants"	"Capuchin,Pellets,Coati,Plants,Meat"	"Feces,Food"	NA	NA	NA	NA	739.5285	3.5752
2787	"Pellets,Meat,omnivores,herbivores,QC,Plants"	"Rhino,Capuchin,Pellets,Coati,Lemur,Bear,Chimp,Mandrill,Plants,Gorilla,Meat,QC"	"Feces,Food"	NA	NA	NA	NA	912.7624	13.1624
2788	"omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Gorilla,QC"	"Feces,Food"	NA	NA	NA	NA	914.779	14.0576
2789	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Leopard,Pellets,Wolf,Coati,Lemur,Tiger,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	576.4987	8.3371
2790	"omnivores,herbivores,Plants"	"Rhino,Capuchin,Coati,Bear,Plants,Gorilla"	"Feces,Food"	NA	NA	NA	NA	628.5505	8.8185
2791	"omnivores,herbivores,Plants"	"Sheep,Coati,Chimp,Mandrill,Plants"	"Feces,Food"	NA	NA	NA	NA	421.2	3.209
2792	"Straw,Pellets,Meat,omnivores,Plants,carnivores"	"Leopard,Capuchin,Pellets,Coati,Tiger,Plants,Straw,Meat,CarnivorousCat"	"Feces,Food"	NA	NA	NA	NA	437.3477	2.2122
2793	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Hyena,Leopard,Sheep,Pellets,Wolf,Coati,Tiger,Fruit,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC"	"Feces,Food"	NA	NA	NA	NA	429.2604	1.0421
2794	"Pellets,Meat,omnivores,herbivores,Plants,carnivores"	"Leopard,Pellets,Wolf,Tiger,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,Zebra"	"Feces,Food"	NA	NA	NA	NA	713.5814	7.5234
2795	"omnivores,herbivores,QC,Plants,carnivores"	"Goat,Sheep,Gibbon,Coati,Lemur,Chimp,Mandrill,Plants,Lion,CarnivorousCat,QC"	"Feces,Food"	Spectral_Match_to_Monoelaidin_from_NIST14	0.0012207	0.914621	3.59782	339.2888	8.0638
2796	"Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Wolf,Coati,Lemur,Fruit,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	664.4617	2.4257
2797	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	694.986	0.619
2798	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	1304.4587	10.9298
2799	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	943.603	9.2784
2800	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	606.5426	8.8382
2801	"Wash,Straw,Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Wash,Rhino,Leopard,Sheep,Wolf,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	576.4096	2.4396
2802	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	664.4901	7.808
2803	"Straw,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	ADENOSINE	0.00360107	0.990322	13.4318	268.1036	0.5725
2804	"herbivores,QC"	"Rhino,Sheep,QC,Zebra"	Feces	NA	NA	NA	NA	926.1791	7.2883
2805	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Sheep,Gibbon,Wolf,Lemur,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	754.5589	7.6798
2806	"Wash,Straw,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	949.2822	15.169
2807	"herbivores,QC"	"Goat,Sheep,QC"	Feces	NA	NA	NA	NA	631.5261	8.744
2808	"Pellets,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	566.095	6.4472
2809	"Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Wolf,Coati,Lemur,Fruit,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	708.488	2.4111
2810	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	171.0949	0.6849
2811	"Wash,omnivores,herbivores,QC,Fruit,carnivores"	"Wash,Rhino,Leopard,Sheep,Wolf,Coati,Lemur,Fruit,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	444.331	2.4544
2812	"omnivores,herbivores,QC"	"Donkey,Rhino,Goat,Sheep,Gibbon,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	649.517	6.1981
2813	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	197.1645	1.145
2814	"herbivores,QC"	"Rhino,Goat,Sheep,QC"	Feces	NA	NA	NA	NA	836.6525	12.6396
2815	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	1361.9988	11.4535
2816	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	222.1849	1.5713
2817	"omnivores,herbivores,QC,carnivores"	"Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Tiger,Bear,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC"	Feces	NA	NA	NA	NA	798.5858	1.2878
2818	"Pellets,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Goat,Hyena,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,CarnivorousCat,QC"	"Feces,Food"	NA	NA	NA	NA	818.67	10.2425
2819	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Wolf,Coati,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	196.1331	0.7718
2820	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	576.4962	8.2377
2821	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	162.0085	0.6819
2822	"Straw,Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Leopard,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	917.6971	14.6158
2823	"Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	332.3305	3.3519
2824	"omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Sheep,Gibbon,Lemur,Elephant,Chimp,Mandrill,Gorilla,QC,Zebra"	Feces	NA	NA	NA	NA	662.5107	8.7936
2825	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Hyena,Leopard,Sheep,Coati,Elephant,Chimp,Mandrill,Gorilla,Meat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	241.2032	0.7672
2826	"Pellets,Meat,omnivores,herbivores,QC,Plants,carnivores"	"Rhino,Goat,Sheep,Gibbon,Capuchin,Pellets,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Plants,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	774.6068	9.675
2827	"Straw,omnivores,herbivores,QC,Plants"	"Donkey,Rhino,Goat,Sheep,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	917.5392	7.7351
2828	"Meat,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Sheep,Gibbon,Wolf,Coati,Lemur,Bear,Chimp,Mandrill,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	748.5935	9.5049
2829	"Wash,Straw,Meat,omnivores,herbivores,QC"	"Wash,Rhino,Goat,Sheep,Coati,Elephant,Straw,Meat,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	661.4973	11.0465
2830	"Straw,Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Straw,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	414.3206	2.9452
2831	"Wash,Straw,Pellets,Meat,omnivores,herbivores,Blank,QC,Plants,Fruit,carnivores"	"Wash,Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Pellets,Wolf,Coati,Tiger,Bear,Fruit,Elephant,Chimp,Mandrill,Plants,Lion,Straw,Gorilla,Meat,CarnivorousCat,Blank,QC,Zebra"	"Wash,Feces,Food"	NA	NA	NA	NA	874.2656	14.556
2832	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,Mandrill,Gorilla,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	753.0628	5.6536
2833	"herbivores,QC"	"Rhino,Goat,Sheep,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	875.3154	10.9956
2834	"Meat,omnivores,herbivores,QC,Plants,Fruit,carnivores"	"Rhino,Leopard,Sheep,Coati,Lemur,Fruit,Elephant,Chimp,Mandrill,Plants,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	752.514	2.4044
2835	"omnivores,herbivores,QC,carnivores"	"Capuchin,Wolf,Coati,Lemur,Tiger,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	209.1259	0.6331
2836	"Pellets,omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Pellets,Coati,Elephant,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	1274.9346	10.7557
2837	"Pellets,Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	598.5871	9.0814
2838	"Straw,omnivores,herbivores,QC,Plants,carnivores"	"Donkey,Rhino,Goat,Sheep,Gibbon,Capuchin,Bear,Elephant,Chimp,Mandrill,Plants,Straw,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	NA	NA	NA	NA	901.5447	8.7051
2839	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Bear,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	952.7046	11.8497
2840	"omnivores,herbivores,QC"	"Rhino,Goat,Sheep,Bear,Elephant,QC,Zebra"	Feces	NA	NA	NA	NA	952.7047	11.8275
2841	"omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Leopard,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	755.5198	7.9411
2842	"omnivores,herbivores,QC,carnivores"	"Rhino,Sheep,Gibbon,Capuchin,Wolf,Coati,Lemur,Bear,Elephant,Chimp,Mandrill,Gorilla,CarnivorousCat,QC,Zebra"	Feces	NA	NA	NA	NA	181.0337	0.6727
2843	"Pellets,omnivores,herbivores,QC,carnivores"	"Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Capuchin,Pellets,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,CarnivorousCat,QC,Zebra"	"Feces,Food"	18:1(2S-OH)_Ceramide	0.000793457	0.822895	1.46791	540.5342	9.2227
2844	"Meat,omnivores,herbivores,QC,carnivores"	"Donkey,Rhino,Goat,Hyena,Leopard,Sheep,Gibbon,Wolf,Coati,Lemur,Tiger,Bear,Elephant,Chimp,Mandrill,Lion,Gorilla,Meat,CarnivorousCat,QC,Zebra"	"Feces,Food"	Spectral_Match_to_2-Linoleoyl-1-palmitoyl-sn-glycero-3-phosphoethanolamine_from_NIST14	0.000610352	0.728703	0.851828	716.5206	8.424
